,Date,Year,Month,Day,lookup,Day of Week,Category,Aircraft Type,# of Aircraft,Location,Tail Numbers,Night,Notes,Source,Map
868,6/22/2022,2022,6,22,4,Wednesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=79996&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0622%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_501114.pdf
869,6/22/2022,2022,6,22,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=79996&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0622%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_501114.pdf
870,6/22/2022,2022,6,22,4,Wednesday,Fighter,J-16,4,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=79996&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0622%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_501114.pdf
871,6/23/2022,2022,6,23,5,Thursday,ASW,Y-8 ASW,2,Southwest ADIZ,,,Flew to southeastern portion,https://www.mnd.gov.tw/Publish.aspx?p=80000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0623%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_364093.pdf
872,6/23/2022,2022,6,23,5,Thursday,AEW&C,KJ-500,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0623%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_364093.pdf
873,6/23/2022,2022,6,23,5,Thursday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0623%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_364093.pdf
874,6/23/2022,2022,6,23,5,Thursday,Fighter,J-16,10,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0623%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_364093.pdf
875,6/23/2022,2022,6,23,5,Thursday,Attack,JH-7,5,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0623%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_364093.pdf
876,6/23/2022,2022,6,23,5,Thursday,Bomber,H-6,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0623%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_364093.pdf
877,6/26/2022,2022,6,26,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80004&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0626%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_541209.pdf
878,6/27/2022,2022,6,27,2,Monday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80009&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0627%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_204957.pdf
879,6/28/2022,2022,6,28,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80016&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0628%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_382565.pdf
880,6/28/2022,2022,6,28,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80016&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0628%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_382565.pdf
881,6/29/2022,2022,6,29,4,Wednesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80025&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202206/0629%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_163060.pdf
882,7/7/2022,2022,7,7,5,Thursday,Fighter,J-16,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80041&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0707%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_280670.pdf
883,7/8/2022,2022,7,8,6,Friday,EW,Y-8 EW,1,Southwest ADIZ,,,"Additional crossings in median line in NW, but not reported on normal reports. Aircraft number in NW unknown. See: https://www.mnd.gov.tw/Publish.aspx?p=80045&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e6%96%b0%e8%81%9e%e7%a8%bf and see: https://www.reuters.com/world/asia-pacific/china-military-holds-exercises-around-taiwan-berates-united-states-2022-07-08/ ",https://www.mnd.gov.tw/Publish.aspx?p=80046&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0708%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_451570.pdf
884,7/8/2022,2022,7,8,6,Friday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,"Additional crossings in median line in NW, but not reported on normal reports. Aircraft number in NW unknown. See: https://www.mnd.gov.tw/Publish.aspx?p=80045&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e6%96%b0%e8%81%9e%e7%a8%bf and see: https://www.reuters.com/world/asia-pacific/china-military-holds-exercises-around-taiwan-berates-united-states-2022-07-08/ ",https://www.mnd.gov.tw/Publish.aspx?p=80046&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0708%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_451570.pdf
885,7/8/2022,2022,7,8,6,Friday,Fighter,J-16,4,Southwest ADIZ,,,"Additional crossings in median line in NW, but not reported on normal reports. Aircraft number in NW unknown. See: https://www.mnd.gov.tw/Publish.aspx?p=80045&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e6%96%b0%e8%81%9e%e7%a8%bf and see: https://www.reuters.com/world/asia-pacific/china-military-holds-exercises-around-taiwan-berates-united-states-2022-07-08/ ",https://www.mnd.gov.tw/Publish.aspx?p=80046&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0708%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_451570.pdf
886,7/8/2022,2022,7,8,6,Friday,Fighter,J-10,2,Southwest ADIZ,,,"Additional crossings in median line in NW, but not reported on normal reports. Aircraft number in NW unknown. See: https://www.mnd.gov.tw/Publish.aspx?p=80045&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e6%96%b0%e8%81%9e%e7%a8%bf and see: https://www.reuters.com/world/asia-pacific/china-military-holds-exercises-around-taiwan-berates-united-states-2022-07-08/ ",https://www.mnd.gov.tw/Publish.aspx?p=80046&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0708%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_451570.pdf
887,7/8/2022,2022,7,8,6,Friday,Fighter,J-11,1,Southwest ADIZ,,,"Additional crossings in median line in NW, but not reported on normal reports. Aircraft number in NW unknown. See: https://www.mnd.gov.tw/Publish.aspx?p=80045&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e6%96%b0%e8%81%9e%e7%a8%bf and see: https://www.reuters.com/world/asia-pacific/china-military-holds-exercises-around-taiwan-berates-united-states-2022-07-08/ ",https://www.mnd.gov.tw/Publish.aspx?p=80046&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0708%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_451570.pdf
888,7/9/2022,2022,7,9,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80048&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0709%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_260868.pdf
889,7/9/2022,2022,7,9,7,Saturday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80048&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0709%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_260868.pdf
890,7/9/2022,2022,7,9,7,Saturday,AEW&C,KJ-500,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80048&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0709%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_260868.pdf
891,7/9/2022,2022,7,9,7,Saturday,Fighter,J-16,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80048&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0709%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_260868.pdf
892,7/10/2022,2022,7,10,1,Sunday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80051&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0710%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_061048.pdf
893,7/10/2022,2022,7,10,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80051&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0710%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_061048.pdf
894,7/11/2022,2022,7,11,2,Monday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80053&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0711%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_300873.pdf
895,7/11/2022,2022,7,11,2,Monday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80053&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0711%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_300873.pdf
896,7/11/2022,2022,7,11,2,Monday,Fighter,J-16,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80053&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0711%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_300873.pdf
897,7/12/2022,2022,7,12,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80057&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0712%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_032285.pdf
898,7/12/2022,2022,7,12,3,Tuesday,Fighter,J-16,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80057&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0712%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_032285.pdf
899,7/12/2022,2022,7,12,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80057&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0712%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_032285.pdf
900,7/13/2022,2022,7,13,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80060&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0713%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_280415.pdf
901,7/15/2022,2022,7,15,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80066&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0715%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_145601.pdf
902,7/15/2022,2022,7,15,6,Friday,ASW,Z-9 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80066&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0715%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_145601.pdf
903,7/15/2022,2022,7,15,6,Friday,Fighter,J-11,2,Southwest ADIZ,,,Southern tip of the median line,https://www.mnd.gov.tw/Publish.aspx?p=80066&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0715%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_145601.pdf
904,7/15/2022,2022,7,15,6,Friday,Bomber,H-6,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80066&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0715%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_145601.pdf
905,7/15/2022,2022,7,15,6,Friday,Fighter,J-16,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80066&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0715%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_145601.pdf
906,7/15/2022,2022,7,15,6,Friday,Attack,JH-7,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80066&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0715%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_145601.pdf
907,7/15/2022,2022,7,15,6,Friday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80066&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0715%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_145601.pdf
908,7/17/2022,2022,7,17,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=80069&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,https://www.mnd.gov.tw/NewUpload/202207/0717%E6%88%91%E8%A5%BF%E5%8D%97%E7%A9%BA%E5%9F%9F%E7%A9%BA%E6%83%85%E5%8B%95%E6%85%8B(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_535026.pdf
